,kmeans_anomaly_score_SMA,recon_losses_SMA,lstm_error,actual_anomaly
0,0.01213475749472756,1.5494673837847042e-27,0.0,0.0
1,0.01213475749472756,1.5494658489502746e-27,0.0,0.0
2,0.01213475749472756,1.5494672816046335e-27,0.0,0.0
3,0.01213475749472756,1.5494677201189526e-27,0.0,0.0
4,0.01213475749472756,1.5494677201189526e-27,0.0,0.0
5,0.01236774670088727,1.5063194733257381e-27,0.0,0.0
6,0.012772130489618515,1.4793345725325007e-27,0.0,0.0
7,0.012772130489618515,1.4590958969375763e-27,0.0,0.0
8,0.012772130489618515,1.443354952551715e-27,0.0,0.0
9,0.012772130489618515,1.4307619716529909e-27,0.0,0.0
10,0.012772130489618515,1.4204586759703467e-27,0.0,0.0
11,0.013389283775352843,1.338833485795441e-27,0.0,0.0
12,0.013389283775352843,1.2697302095255606e-27,0.0,0.0
13,0.013389283775352843,1.210475336107263e-27,0.0,0.0
14,0.013389283775352843,1.1591278506471592e-27,0.0,0.0
15,0.013389283775352843,1.1142318996016222e-27,0.0,0.0
16,0.013178315108377463,1.0746742986533355e-27,0.0,0.0
17,0.013178315108377463,1.0395119866993119e-27,0.0,0.0
18,0.013178315108377463,1.008050980180544e-27,0.0,0.0
19,0.013178315108377463,9.797360743136529e-28,0.0,0.0
20,0.013178315108377463,9.541178841706043e-28,0.0,0.0
21,0.013178315108377463,9.308284770232201e-28,0.0,0.0
22,0.013178315108377463,9.095643120865933e-28,0.0,0.0
23,0.013178315108377463,8.900721608946836e-28,0.0,0.0
24,0.013178315108377463,8.721393889726023e-28,0.0,0.0
25,0.013178315108377463,8.555860610445333e-28,0.0,0.0
26,0.013178315108377463,8.402589506839817e-28,0.0,0.0
27,0.013178315108377463,8.26026521264131e-28,0.0,0.0
28,0.013178315108377463,8.127756992715991e-28,0.0,0.0
29,0.013178315108377463,8.004082654119021e-28,0.0,0.0
30,0.013178315108377463,7.888387362967755e-28,0.0,0.0
31,0.013695266365442008,7.760522094291467e-28,0.0,0.0
32,0.013695266365442008,7.6404062148766955e-28,0.0,0.0
33,0.013695266365442008,7.527356016117121e-28,0.0,0.0
34,0.013695266365442008,7.420765967902182e-28,0.0,0.0
35,0.014372964440231763,7.427574501621088e-28,0.0,0.0
36,0.014882977434419017,7.413682130764061e-28,0.0,0.0
37,0.013695266365442008,7.319461135226224e-28,0.0,0.0
38,0.013695266365442008,7.23007199004398e-28,0.0,0.0
39,0.013695266365442008,7.14515230212079e-28,0.0,0.0
40,0.013695266365442008,7.0643750657682735e-28,0.0,0.0
41,0.013695266365442008,6.987444293807121e-28,0.0,0.0
42,0.013695266365442008,6.914091735819191e-28,0.0,0.0
43,0.013695266365442008,6.844073385012492e-28,0.0,0.0
44,0.013695266365442008,6.777166964748187e-28,0.0,0.0
45,0.014620564276738874,6.8880547155461275e-28,0.0,0.0
46,0.011432363621715212,7.0005197092913e-28,0.0,0.0
47,0.011604905486331814,7.069380719497699e-28,0.0,0.0
48,0.013778040881008213,7.095465342059914e-28,0.0,0.0
49,0.013778040881008213,7.119472343234151e-28,0.0,0.0
50,0.013778040881008213,7.141882406682711e-28,0.0,0.0
51,0.014364317597638437,7.138773774480232e-28,0.0,0.0
52,0.014529910804976433,7.1071701119331775e-28,0.0,0.0
53,0.014529910804976433,7.077460307778171e-28,0.0,0.0
54,0.014529910804976433,7.049621374055677e-28,0.0,0.0
55,0.014263558169198172,7.023649029751845e-28,0.0,0.0
56,0.012833557503485495,7.009291610657436e-28,0.0,0.0
57,0.012782171481288122,6.993540047875485e-28,0.0,0.0
58,0.012782171481288122,6.976766767072882e-28,0.0,0.0
59,0.012782171481288122,6.9598975961055845e-28,0.0,0.0
60,0.012782171481288122,6.943009663407606e-28,0.0,0.0
61,0.011126578525251014,6.918493678608198e-28,0.0,0.0
62,0.012782171481288122,6.90190229057536e-28,0.0,0.0
63,0.012782171481288122,6.885829383418599e-28,0.0,0.0
64,0.012782171481288122,6.8702510529224e-28,0.0,0.0
65,0.01078833301278245,7.108308127631487e-28,0.0,0.0
66,0.013748028346513359,7.1071628069043675e-28,0.0,0.0
67,0.012584091871942465,7.070400779365405e-28,0.0,0.0
68,0.012584091871942465,7.032124470084187e-28,0.0,0.0
69,0.012584091871942465,6.992645283872967e-28,0.0,0.0
70,0.012714468847627641,6.9522565664322915e-28,0.0,0.0
71,0.012526302898535489,6.925197366990863e-28,0.0,0.0
72,0.012543102849659715,6.897512597116934e-28,0.0,0.0
73,0.013349730479751628,6.857834857186108e-28,0.0,0.0
74,0.013387531019431218,6.818288827318287e-28,0.0,0.0
75,0.013387531019431218,6.779090568422827e-28,0.0,0.0
76,0.013634010859196716,6.758663702931873e-28,0.0,0.0
77,0.013121100425643104,6.729559410294708e-28,0.0,0.0
78,0.013121100425643104,6.700601717191782e-28,0.0,0.0
79,0.013121100425643104,6.671836648808703e-28,0.0,0.0
80,0.03863355557629853,6.8209351330323385e-28,0.0,0.0
81,0.013699600830790068,6.792046586821515e-28,0.0,0.0
82,0.004075465711771564,7.08746392263772e-28,0.0,0.0
83,0.012278440603395193,7.038221815163542e-28,0.0,0.0
84,0.0007283320620520353,7.222055534188766e-28,0.0,0.0
85,0.010457880702699273,7.250531707875177e-28,0.0,0.0
86,0.013304054881776297,7.21685566993374e-28,0.0,0.0
87,0.010457880702699273,7.244436601863644e-28,0.0,0.0
88,0.0007283320620520353,7.421336544997652e-28,0.0,0.0
89,0.0007283320620520353,7.594305378284215e-28,0.0,0.0
90,0.0007283320620520353,7.763474343078913e-28,0.0,0.0
91,0.013043902506382012,7.715375124559457e-28,0.0,0.0
92,0.014160765336000802,7.696337856011824e-28,0.0,0.0
93,0.008599916548873873,7.69821172742795e-28,0.0,0.0
94,0.012258011706912115,7.663859824442569e-28,0.0,0.0
95,0.012258011706912115,7.63002325400262e-28,0.0,0.0
96,0.012624685906975273,7.621459681509213e-28,0.0,0.0
97,0.013045323940761744,7.611879826376946e-28,0.0,0.0
98,0.01313167153177974,7.5849277741397735e-28,0.0,0.0
99,0.01313167153177974,7.558514528735274e-28,0.0,0.0
100,0.01313167153177974,7.532624433032996e-28,0.0,0.0
101,0.012484041861391904,7.432804816352284e-28,0.0,0.0
102,0.011940570588674107,7.3380917923969295e-28,0.0,0.0
103,0.011914940593633388,7.243469367503864e-28,0.0,0.0
104,0.011914940593633388,7.14898120276614e-28,0.0,0.0
105,0.011914940593633388,7.054492894218849e-28,0.0,0.0
106,0.01229781446814487,6.9683489498233275e-28,0.0,0.0
107,0.012453270535601104,6.8899056292054145e-28,0.0,0.0
108,0.012168823845734988,6.82479139577521e-28,0.0,0.0
109,0.011822872183992042,6.772615095237671e-28,0.0,0.0
110,0.01180548235059323,6.720464971722081e-28,0.0,0.0
111,0.011445202006638528,6.731752746380457e-28,0.0,0.0
112,0.01180548235059323,6.76699107092741e-28,0.0,0.0
113,0.01180548235059323,6.802544615021433e-28,0.0,0.0
114,0.01180548235059323,6.838446264501594e-28,0.0,0.0
115,0.01180548235059323,6.874699985663855e-28,0.0,0.0
116,0.01180548235059323,6.911310329381911e-28,0.0,0.0
117,0.01244196012767099,6.931939407893173e-28,0.0,0.0
118,0.01244196012767099,6.952939602085717e-28,0.0,0.0
119,0.012808231544683218,6.961242529862402e-28,0.0,0.0
120,0.012808231544683218,6.969545361000767e-28,0.0,0.0
121,0.012345137578728516,7.06554224871193e-28,0.0,0.0
122,0.012345137578728516,7.161538912876397e-28,0.0,0.0
123,0.011934314458383066,7.2424227399837835e-28,0.0,0.0
124,0.012695905746180475,7.359514983851172e-28,0.0,0.0
125,0.013165759970889961,7.48279305913048e-28,0.0,0.0
126,0.011934314458383066,7.563961748578839e-28,0.0,0.0
127,0.012841209082152975,7.594174420925955e-28,0.0,0.0
128,0.012841209082152975,7.6243873895478425e-28,0.0,0.0
129,0.012841209082152975,7.654600191046366e-28,0.0,0.0
130,0.012841209082152975,7.684812538853389e-28,0.0,0.0
131,0.012055747051737294,7.724043618144101e-28,0.0,0.0
132,0.012055747051737294,7.769421461418231e-28,0.0,0.0
133,0.01317755631708152,7.796454091264386e-28,0.0,0.0
134,0.0134095606537167,7.823077549104331e-28,0.0,0.0
135,0.0134095606537167,7.849701056213474e-28,0.0,0.0
136,0.0134095606537167,7.83717307198063e-28,0.0,0.0
137,0.0134095606537167,7.832093765018646e-28,0.0,0.0
138,0.0134095606537167,7.857512045543235e-28,0.0,0.0
