,0,1,2,3,4,5,6,actual_anomaly,recon_losses,anomaly_score,predicted_labels
44,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.03910973910492264,8.039403e-09,1
45,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.038259537853648225,8.039403e-09,1
46,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0374455153781347,8.039403e-09,1
47,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0366654105075506,8.039403e-09,1
48,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.035917146651208806,8.039403e-09,1
49,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.03519881334912068,8.039403e-09,1
50,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.03450864998043791,8.039403e-09,1
51,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.033845031356704476,8.039403e-09,1
52,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.03320645494439898,8.039403e-09,1
53,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.03259152951191192,8.039403e-09,1
54,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.03199896500345538,8.039403e-09,1
55,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.03142756351315801,8.039403e-09,1
56,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.030876211197949963,8.039403e-09,1
57,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.030343871031542197,8.039403e-09,1
58,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02982957629379594,8.039403e-09,1
59,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02933242471540097,8.039403e-09,1
60,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028851573188046896,8.039403e-09,1
61,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028386233000284887,8.039403e-09,1
62,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.027935665516888294,8.039403e-09,1
63,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.02749917826734784,8.039403e-09,0
64,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.027076121394722492,8.039403e-09,1
65,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.026665884427316072,8.039403e-09,1
66,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.026267893338916028,8.039403e-09,1
67,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02588160787202164,8.039403e-09,1
68,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.025506519084699624,8.039403e-09,0
69,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.025142147119872522,8.039403e-09,1
70,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024788039154047547,8.039403e-09,1
71,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0244437675206066,8.039403e-09,0
72,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024108927986139568,8.039403e-09,1
73,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02378313816997684,8.039403e-09,0
74,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02346603608166785,8.039403e-09,1
75,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02315727878515646,8.039403e-09,1
76,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022856541158677798,8.039403e-09,0
77,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022563514753390898,8.039403e-09,1
78,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022277906737582315,8.039403e-09,1
79,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02199943892323876,8.039403e-09,1
80,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.021727846856863003,8.039403e-09,1
81,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.021462878987228116,8.039403e-09,1
82,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.021204295885530182,8.039403e-09,1
83,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.020951869524348864,8.039403e-09,1
84,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.020705382606468443,8.039403e-09,1
85,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.020464627943487388,8.039403e-09,0
86,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.020229407869962274,8.039403e-09,1
87,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019999533707199094,8.039403e-09,1
88,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01977482525595303,8.039403e-09,1
89,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019555110325845768,8.039403e-09,1
90,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019340224294842112,8.039403e-09,1
91,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019130009700225326,8.039403e-09,0
92,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.018924315849113253,8.039403e-09,1
93,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.018722998462918455,8.039403e-09,1
94,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.01852591933748036,8.039403e-09,1
95,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.01833294602715556,8.039403e-09,0
96,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.018143951547975608,8.039403e-09,1
97,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01795881409897482,8.039403e-09,1
98,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.017777416800040864,8.039403e-09,1
99,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.017599647447941433,8.039403e-09,1
100,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.017425398280603424,8.039403e-09,1
101,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.017254565763605373,8.039403e-09,1
102,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01708705038285483,8.039403e-09,1
103,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.016922756451734106,8.039403e-09,1
104,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01676159192842724,8.039403e-09,1
105,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01660346824599017,8.039403e-09,0
106,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01644830014599776,8.039403e-09,1
107,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.016296005529338544,8.039403e-09,1
108,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.016146505309310662,8.039403e-09,1
109,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01599972327510147,8.039403e-09,1
110,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.015855585961852926,8.039403e-09,1
111,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.015714022529962256,8.039403e-09,1
112,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01557496464515553,8.039403e-09,1
113,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01543834637236296,8.039403e-09,1
114,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.015304104069527626,8.039403e-09,1
115,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01724140086565287,8.039403e-09,1
116,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01709404258051492,8.039403e-09,1
117,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.016949181888472806,8.039403e-09,1
118,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0188234787557435,8.039403e-09,1
119,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019333214767198063,8.039403e-09,1
120,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019834525392492388,8.039403e-09,1
121,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02032761781081467,8.039403e-09,0
122,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.020812692462263256,8.039403e-09,1
123,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.021289943327297837,8.039403e-09,1
124,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.021119627633053875,8.039403e-09,0
125,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02158686709731766,8.039403e-09,1
126,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.022046748462124698,8.039403e-09,1
127,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.023749434091763784,8.039403e-09,1
128,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024185421425394982,8.039403e-09,0
129,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024614755830778073,8.039403e-09,1
130,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02473192684756628,8.039403e-09,1
131,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02454456741097539,8.039403e-09,1
132,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024360025411996646,8.039403e-09,1
133,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024178237771211614,8.039403e-09,0
134,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023999143280656714,8.039403e-09,1
135,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023822682532609968,8.039403e-09,1
136,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023648797853572764,8.039403e-09,0
137,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02347743324296787,8.039403e-09,1
138,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023308534309901933,8.039403e-09,1
139,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023142048218736937,8.039403e-09,1
140,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022977923632407592,8.039403e-09,1
141,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022816110659970214,8.039403e-09,1
142,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022656560805736244,8.039403e-09,1
143,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02249922692229431,8.039403e-09,1
144,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022344063161084022,8.039403e-09,1
145,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022191024930849217,8.039403e-09,0
146,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022040068853403302,8.039403e-09,1
147,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0218911527229499,8.039403e-09,1
148,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02174423546645032,8.039403e-09,1
149,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.021599277107274637,8.039403e-09,1
150,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.021456238726079456,8.039403e-09,1
151,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02131508242884737,8.039403e-09,1
152,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.021175771311967972,8.039403e-09,1
153,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.021038269430372725,8.039403e-09,1
154,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02090254176633492,8.039403e-09,1
155,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02076855420110263,8.039403e-09,1
156,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.020636273483559314,8.039403e-09,1
157,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.020505667205478573,8.039403e-09,1
158,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.02037670377365984,8.039403e-09,1
159,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.020249352384738836,8.039403e-09,1
160,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02012358300065164,8.039403e-09,1
161,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019999366325005017,8.039403e-09,1
162,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01987667378009402,8.039403e-09,1
163,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019755477486252584,8.039403e-09,1
164,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019635750238134703,8.039403e-09,1
165,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.019517465486982098,8.039403e-09,1
166,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.01940059731967262,8.039403e-09,0
167,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.020237320994380487,8.039403e-09,1
168,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.020117576382014408,8.039403e-09,1
169,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02094020386212635,8.039403e-09,1
170,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022221199799153008,8.039403e-09,1
171,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022557075382473576,8.039403e-09,1
172,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02288906801279345,8.039403e-09,1
173,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023217244635868262,8.039403e-09,1
174,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023541670666171816,8.039403e-09,1
175,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02386241003583306,8.039403e-09,1
176,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024179525234106835,8.039403e-09,0
177,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024493077340265172,8.039403e-09,1
178,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024803126072597836,8.039403e-09,1
179,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02599861153361634,8.039403e-09,1
180,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.025854975454666765,8.039403e-09,1
181,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.026811942231964404,8.039403e-09,1
182,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.026665431517837835,8.039403e-09,1
183,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.026520513311473513,8.039403e-09,1
184,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.026377161788418514,8.039403e-09,1
185,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02623535167958992,8.039403e-09,1
186,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02609505825619379,8.039403e-09,1
187,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.025956257316480512,8.039403e-09,1
188,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.025818925169550998,8.039403e-09,1
189,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02568303862416811,8.039403e-09,1
190,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.025548574974545758,8.039403e-09,1
191,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.02541551198794031,8.039403e-09,1
192,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.025283827892389844,8.039403e-09,1
193,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02515350136483061,8.039403e-09,1
194,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02502451151939309,8.039403e-09,1
195,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024896837897304843,8.039403e-09,1
196,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02477046045390128,8.039403e-09,1
197,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024645359550330072,8.039403e-09,1
198,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024521515942269614,8.039403e-09,1
199,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024398910770289762,8.039403e-09,1
200,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02427752555006202,8.039403e-09,1
201,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024157342164121604,8.039403e-09,1
202,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024038342850735795,8.039403e-09,1
203,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023920510197285142,8.039403e-09,0
204,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023803827130694965,8.039403e-09,1
205,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02368827690941149,8.039403e-09,1
206,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023573843115184935,8.039403e-09,1
207,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023460509646314322,8.039403e-09,1
208,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023348260708039147,8.039403e-09,1
209,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023237080807271354,8.039403e-09,1
210,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023126954744423143,8.039403e-09,0
211,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.023017867606696142,8.039403e-09,1
212,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.022909804761145992,8.039403e-09,1
213,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024298258407699034,8.039403e-09,1
214,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.024185245492066954,8.039403e-09,0
215,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02481385198737817,8.039403e-09,1
216,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.025805449485389927,8.039403e-09,1
217,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02605401072824507,8.039403e-09,1
218,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.026300302003350085,8.039403e-09,1
219,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.026544354267082924,8.039403e-09,1
220,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.026786197913522776,8.039403e-09,1
221,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.027025862788373083,8.039403e-09,1
222,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.02726337820379657,8.039403e-09,1
223,8.039403e-09,0.0,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,8.039403e-09,0.0,0.027498772945868062,8.039403e-09,0
224,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02844318066390138,8.039403e-09,0
225,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028671271899814988,8.039403e-09,1
226,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028544968857277222,8.039403e-09,1
227,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028945923254054023,8.039403e-09,1
228,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028819523945288732,8.039403e-09,1
229,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028694223760947487,8.039403e-09,1
230,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028570008426684942,8.039403e-09,0
231,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02844686391426948,8.039403e-09,1
232,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028324776436116025,8.039403e-09,1
233,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.028203732441047562,8.039403e-09,1
234,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02808371860745503,8.039403e-09,1
235,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.027964721840248875,8.039403e-09,1
236,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.027846729265168922,8.039403e-09,1
237,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.027729728224333335,8.039403e-09,1
238,0.0,8.039403e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.02761370627153074,8.039403e-09,1
